Usuario;Comentario;Puntuacion;Lugar;Puntuacion Global
Usuario1060;es un lugar que no puedes dejar de visitar si pasa por Fresnillo y eres católico, la historia que representa a través de su Iglesia y los testimonios es algo qu...;4.0;Santuario de Plateros;4.5
Usuario1060;Este hotel, es una farsa, en la página de internet te presentan una imagen y el hotel es totalmente diferente, ciertamente las habitaciones son limpias, pero ah...;2.0;Blue Pacific Suites;4.0
Usuario1060;El Puente de Ojuela se constituye como un paseo de gran aventura, es un Puente con mucha historia y ubicado en un lugar espectacular, sin embargo, aunque es un ...;4.0;Puente de Ojuela;4.5
Usuario1060;A pesar de ser de Durango, en pocas ocasiones tengo oportunidad de visitar los paseos citadinos, así que cuando tengo esa oportunidad lo disfruto mucho y el Mus...;5.0;Museo Túnel de Minería;4.0
Usuario1060;Casi no me agradan las pizzas, sin embargo, las de Corleone las disfruto mucho, por su peculiar pasta hojaldrada, con un deliciosos sabores, es un lugar muy agr...;5.0;Corleone;4.0
Usuario1060;El Hotel Camino Real Aeropuerto es muy bonito y se encuentra en una excelente ubicación, sin embargo, al interior de las habitaciones la secadora del cabello y ...;4.0;Camino Real Aeropuerto;3.5
Usuario1060;Es un restaurante muy bonito, con una edificación muy representativa y aunque la comida es muy rica, me parece algo caro;4.0;Esquilón;4.0
Usuario1060;Es un restaurante tradicional en Durango, ya que se sirven platillos que representan a la ciudad, con un rico sazón, el problema es el estacionamiento y que sie...;4.0;El Zocabon;4.0
Usuario1060;Es un hotel cómodo, bien ubicado, con alberca y un pequeño estacionamiento, el problema fue, que al reservar, como eramos bastantes personas, se nos ofreció un ...;3.0;Hotel Monterreal;4.0
Usuario1060;Este hotel, es muy bonito, con una excelente ubicación, en la playa de San José del Cabo, sin embargo, el personal que nos recibió no fue muy amable, nosotros h...;4.0;Holiday Inn Resort Los Cabos All-Inclusive;4.0
Usuario1060;Es un restaurante bien ubicado y con buenas instalaciones, me agradó mucho el trato que te dan desde que llegas, ya que si hay mucha gente, la espera la acompañ...;5.0;CABANNA;4.5
Usuario1060;Fui por cuestiones de trabajo, sin embargo me gustaron mucho las instalaciones del lugar, está ubicado en un lugar muy bonito, pero cuenta con habitaciones para...;4.0;Dorados Conventions & Resort;3.0
Usuario1060;El ex convento de Santo Domingo es un bello lugar histórico, su construcción muy bien cuidada, refleja la historia de la época colonial, es un espacio que no de...;5.0;Ex Convento Santo Domingo de Guzman;4.5
Usuario1060;Esta plaza es un bullicio, llena de comida típica de la región, pero sobre todo de artesanía que representa la cultura del lugar, ropa típica, alfarería, delici...;5.0;Plaza los arcos Tlayacapan;4.0
Usuario1060;Cuando leí la opinión es de los otros visitantes respecto a este hotel, pensé que de verdad me iba a sentir como en casa, de igual manera cuando ví la página de...;3.0;Hotel Yauco;4.0
Usuario1060;Es un restaurante ubicado en Villa Unión y casi un punto obligado para los viajeros, la comida es deliciosa y a buen precio, el personal, a pesar de que siempre...;5.0;Mariscos El Cuchupetas;4.5
Usuario1670;I spent 1 month in PV I ate at the coexist cafe about 3-5 times a week. The food is awesome, big portions, really great prices! I ate breakfast, lunch, and supp...;5.0;Coexist Cafe;4.5
Usuario1670;Fernando Gomez is THE GUY TO HAVE AN ADVENTURE WITH!!! Myself (49) and my 2 Sons (23+ 25) booked a ATV Surf tour with him, my sons both love to ride ATVs and a...;5.0;Xiutla Riders Ecoadventures;5.0
Usuario1670;This adventure is NOT TO BE MISSED!!!! Many many thanks to the FANTASTIC GUIDES Hugo, Dany, Tommy, Andres, Neto, and Ahmed!! I am 49 and this was great!! So don...;5.0;Outdoor Adventure by Vallarta Adventures;5.0
Usuario1670;I took a tour with PV tours my 2 guides Carlos and Mellisa were fantasic!! Carlos had the boat stop so we could see the dolphins, and sea turtles. It was my fir...;5.0;Islas Marietas;4.5
Usuario1670;This was an amazing tour!! HIGHLY RECOMMENDED!!! Fernando has sooo much knowledge about the animals and area, he cares deeply it shows!! Absolutely amazing time...;5.0;Sea Turtle Camp;4.5
Usuario1588;1點多到達, 能提早拿到房間, 太好啦. 員工態度好, 都會打招呼, 早餐選擇多, 乾淨! 又有夜宵卷, 咖啡廳優惠卷, 下次來還會再訂康橋.;5.0;Kindness Hotel - Kaohsiung Main Station Front;5.0
Usuario1588;員工服務細心, 態度誠懇 ! 大堂提供免費咖啡和茶. 步行約10分鐘可到饒河夜市或可到捷運南京三民站, 15分鐘到松山火車站. 值得推薦的飯店 !;5.0;City Suites Taipei Nandong;4.5
Usuario1588;Marietas island and Hidden beach is so beautiful, especially if you swim into the hidden beach and explore. We have a group of 10ppl and book Marietas Eco Disco...;4.0;Islas Marietas;4.5
Usuario1588;Went for workshop with my wife. I choose ocean view room at first and change my mind to pool side room. Glad i make the right decision. The pool was locate at t...;4.0;三亚海棠湾喜来登度假酒店;4.5
Usuario1588;We like all inclusive hotel, and RIU didn't disappointed us. Their pool activities was great, especially pool aerobics, instructor was fun and energrtic, its wa...;4.0;Hotel Riu Palace Cabo San Lucas;4.0
Usuario1588;Good experience. I make reservation through their web site and get response prompty. Amazing view, professional service, and we all like their sunset announceme...;5.0;Sunset Monalisa;4.5
Usuario317;Ostello Bello Grande is quite simple without comparition. Clean, affordable, full of amenities, a lovely place to have an aperitif, close to the station... The ...;5.0;Ostello Bello Grande;4.5
Usuario317;Quite good! I deeply recommend it, a particular highlight is the visit to the last supper alternate, a nice visit from Roman time to modern time.;5.0;FollowMi Around;5.0
Usuario317;Pepe y su familia dan una atención magnifica, y ofrecen tours incomparables. Con un grupo de amigos fuimos a la Isla de San José y estuvo pendiente desde antes ...;5.0;Barbarita Tours;5.0
Usuario317;Cuando uno va de visitas a california por los parques generalmente es difícil escoger debido a la gran oferta. Knotts por ejemplo se ve opacado por Disneylandia...;4.0;Knott's Berry Farm;4.0
Usuario317;Definitivamente el mejor lugar para las fotos de facebook. Los Moais se montan sobre una plataforma de carácter sagrado, por lo que la isla tiene espacios delim...;5.0;Rano Raraku;5.0
Usuario317;Las Marietas son una experiencia increible pero complicada: a veces el mar no coopera y tiene o medusas o marea alta/oleaje que impide/dificulta entrar a la isl...;5.0;Islas Marietas;4.5
Usuario317;Los empleados son de lo más amables y accesibles, la atención muy puntual. Lo mejor: El SPA. Buen precio y Excelente servicios. Ha sido el mejor masaje (escogi...;4.0;Costa Sur Resort & Spa;4.0
Usuario1894;Well worth the visit. Chihuly is a phenomenal talent, and we only wish we could have seen at night with all of it lit up.;5.0;Jardín y cristal Chihuly;5.0
Usuario1894;We (two couples) visited Friday morning, 3/8. There were two people at the counter eating. We were hungry, and needed food stat. My friend and husband looked at...;1.0;Sister's European Snacks;3.5
Usuario1894;We have stayed at several places in Lincoln City over the years. What is great is about this place is that it's dog-friendly, clean, ocean-front, location, and ...;4.0;Seahorse Oceanfront Lodging;4.0
Usuario1894;Came to Valentin with two friends to celebrate my 50th Birthday. We arrived weary with travel, but check-in was a breeze and we upgraded from a Golden Jr. Suite...;5.0;Valentin Imperial Riviera Maya;4.5
Usuario1894;Purchased a Rose City deal that included a restaurant credit at the Clarion Surfrider Restaurant (separate review). The front desk clerk who checked us in wasn'...;4.0;Inn at Lincoln City;4.0
Usuario1894;We go to Lincoln City about 5 x a year - this was our first time at Vivian's. Delicious, wish I would have known about this spot years ago. Staff is super atten...;5.0;Vivian's Restaurant Bill's Barbecue;4.0
Usuario1894;Our stay included a credit to the Surfrider Restaurant. Thanks to traffic, we had a late dinner for us, around 8:30. Staff were all very attentive, and the foo...;5.0;Sirens Oceanfront Restaurant & Bar;4.0
Usuario1894;"Yes, the hotel is sprawling and yes; it's a hotel that was built in the sixties and management would do well to make use of wasted space. Still, the rooms are w...";4.0;The Westin Hapuna Beach Resort;4.5
Usuario1894;We stayed at a neighboring hotel, and made the ocean-side trek to Mauna Kea Resort for dinner at Manta. The location is outstanding and is perfect for a romanti...;4.0;Mauna Kea Beach Hotel, Autograph Collection;4.5
Usuario1894;Loved the atmosphere, service was lacking-just not very friendly. My fish tacos were delish, but the pork sandwich my husband had was dry and the curried bbq sa...;3.0;The Fish and The Hog;4.5
Usuario1894;This is a long review, so bear with me… Our group of five ladies traveled to this hotel for the week of February 21-27. I've been to Puerto Vallarta numerous ti...;5.0;Sunset Plaza Beach Resort & Spa;4.5
Usuario1894;We had dinner reservations for 8:30 and didn't have to wait. It's a beautiful setting, romantic with a great view of the new pier. Lot's of candles and the live...;4.0;La Palapa Restaurant;4.5
Usuario1894;Always look forward to dining at Archie's Wok every time I'm in PV. The food is outstanding and reasonably priced. Love the history of the place. They don't acc...;5.0;Archie's Wok;4.5
Usuario1894;Beautiful pier with a modern twist. Easy to navigate to your water taxi or tour boat. Go at night just to see it lit up!;5.0;Los Muertos Pier;4.5
Usuario1894;Excellent selection, fair prices, no need to haggle. Julie is a delight as is her little daughter Alisa. I bought quite a few pieces and couldn't be happier wit...;5.0;Evolucion Silver Jewelry;5.0
Usuario1894;We had lunch at the River Cafe, and it was just delicious. Everything was so fresh and the atmosphere can't be beat. Great service! Always a reliable and enjoya...;5.0;River Cafe;4.5
Usuario1894;Yes it's a tourist attraction, but it's also popular with the locals. Great people watching, shopping, and entertainment. Safe at all times of the day, and easi...;5.0;Malecón Boardwalk;4.5
Usuario1894;We used Mira Mar Excursions for our tour of the Marietas Islands. We found the snorkeling just so/so, but Secret Beach is an amazing natural wonder. We were the...;5.0;Islas Marietas;4.5
Usuario1894;desconocido;40.4;Puerto Vallarta;40.4
Usuario1894;We’ve been to PV many times, but this was our second visit to Dreams. We’ve decided that Dreams PV is unequivocally our favorite resort in all of Mexico. Here...;5.0;Hyatt Ziva Puerto Vallarta;4.5
Usuario1894;Arrived 3.22.13 after our cruise to spend some time in NYC. We reserved a non-smoking room with two queen beds, and were surprised at the size of the room – qui...;4.0;The Hotel at Times Square;4.0
Usuario1894;The good: Location, Location, Location. Small-business owned. Restaurant/Bar on site Pet friendly Clean Friendly Staff Great coffee (free) Nice beer/wine sele...;4.0;Adrift Hotel and Spa;4.0
Usuario1894;We (3 ladies celebrating a milestone birthday) spent 3 nights 4 days at the Tropicana, checking in Monday, June 6 at 5:30 p.m. Before our visit, I emailed Nicol...;4.0;Tropicana Las Vegas - A DoubleTree by Hilton Hotel;4.0
Usuario1894;"Mom and I took some WWII memorabilia to Lincoln City for ""Antiques Week"" to have them appraised by Harry Rinker. Had breakfast here on the second day of our vis...";5.0;Nelscott Cafe;4.5
Usuario1894;Traveled to CRT 11/8-11/15. Booked through Orbitz, reserved the honeymoon suite. Flew from Portland, OR connecting in Denver. Great price, amazing value! Airp...;4.0;Hotel Catalonia Royal Tulum;4.5
Usuario1894;desconocido;40.4;Península de Yucatán;40.4
Usuario1894;desconocido;40.4;Península de Yucatán;40.4
Usuario1894;desconocido;40.4;Península de Yucatán;40.4
Usuario1894;desconocido;40.4;Península de Yucatán;40.4
Usuario1894;desconocido;40.4;Península de Yucatán;40.4
Usuario1894;desconocido;40.4;Península de Yucatán;40.4
Usuario1894;desconocido;40.4;Península de Yucatán;40.4
Usuario1894;desconocido;40.4;Península de Yucatán;40.4
Usuario1894;desconocido;40.4;Península de Yucatán;40.4
Usuario1894;desconocido;40.4;Xpu-Ha;40.4
Usuario1894;desconocido;40.4;Xpu-Ha;40.4
Usuario1894;desconocido;40.4;Xpu-Ha;40.4
Usuario1894;desconocido;40.4;Xpu-Ha;40.4
Usuario1894;desconocido;40.4;Xpu-Ha;40.4
Usuario1894;desconocido;40.4;Xpu-Ha;40.4
Usuario1894;desconocido;40.4;Xpu-Ha;40.4
Usuario1894;desconocido;40.4;Xpu-Ha;40.4
Usuario1894;desconocido;40.4;Xpu-Ha;40.4
Usuario1894;desconocido;40.4;Xpu-Ha;40.4
Usuario1894;desconocido;40.4;Xpu-Ha;40.4
